locationID,sensor,stationID,yCH1903+,xCH1903+,latDecimal,lonDecimal,masl,streetName,poleNumber,distance_to_building_m,shade,LCZ,installationDate,functionCheck,notes
Zürich-Affoltern,LoRain,0340000DD,2681422.0,1253546.0,47.427654,8.517825,443,Reckenholzstrasse,,30,,9,2024-01-31 14:15:00,,bestehende LoRain 0340AA44 ersetzt wegen Temperaturfehler am 31.01.2024 mit LoRain 0340000DD
Zürich-Affoltern,LoRain,0340012D,2681422.0,1253546.0,47.427654,8.517825,443,Reckenholzstrasse,,30,,9,2024-08-22 09:00:00,,bestehende LoRain0340000DD ersetzt wegen Temperaturfehler am22.08.2024 mit LoRain 0340012D
Zürich-Fluntern,LoRain,034000DB,2685114.0,1248015.0,47.37747,8.56568,548,Ackermannstrasse,7,15,,5(6),2019-07-01 15:50:00,,"""40m von MeteoSchweiz-Referenzstation entfernt """
Zürich-Kaserne,LoRain,034000F6,2682484.0,1248039.0,47.37802,8.53086,409,Militärstrasse,,10,,2,2019-07-29 11:50:00,,"""60m nordöstlich der offiziellen Messstation """
Zürich-Schimmelstrasse,LoRain,0340011A,2681948.0,1247241.0,47.37091,8.52362,413,Gerhardstrasse/Schimmelstrasse,1,15,,2,2019-07-29 11:00:00,,
Zürich-Wiedikon-Kollerwiese 1,Barani,2401LH049,2681649.0,1246976.0,47.3685,8.5196,414,Steinstrasse,,30,,2 (E),2024-01-31 09:00:00,ok,
Zürich-Wiedikon-Kollerwiese 2,Barani,2212LH31,2681640.0,1246996.0,47.36871,8.51945,414,Steinstrasse,,25,,2 (E),2024-01-31 09:10:00,ok,
Zürich-Heubeeribüel,LoRain,0340010B,2685235082.0,1248405793.0,47.38098,8.567222,604,Zürichbergstrasse/Susenbergstrasse,,50,,9D,,,"Kommunikationsprobleme, ersetzt mit Barani 2401LH041 am 14.05.2024"
Zürich-Heubeeribüel,LoRain,0340010B,2685235082.0,1248405793.0,47.38098,8.567222,604,Zürichbergstrasse/Susenbergstrasse,,50,,9D,2024-05-14 15:15:00,,
Zürich-Heubeeribüel,LoRain,0340AA44,2685235082.0,1248405793.0,47.38098,8.567222,604,Zürichbergstrasse/Susenbergstrasse,,50,,9D,2024-08-22 12:30:00,,Barani 2401LH041 ersetzt mit LoRain 0340AA44
